title,paragraphs
The Latest: ‘Everyone Was in the Loop’," He knows who he is  He's not a career politician  He's not versed in the complicated geopolitics of all of this  He's just landed in the middle of the situation, and he says he's playing the hand he was dealt, and that may seem like someone trying to protect himself"
The Latest: ‘Everyone Was in the Loop’," Or it could be someone basically trying to come clean  Maybe he's not reliable, but he may be the most important witness Democrats have  Like I said, it's complicated  So that's the latest tomorrow on the daily  More on how the Democrats and Republicans handled this unusual witness"
The Latest: ‘Everyone Was in the Loop’," Sometimes one moment changes everything  Two years into building half post, I collapsed, Um, Alicia Burke, host of the podcast that made all the difference  I talked to achievers like Arianna Huffington about the moments that inspired them to make an impact"
The Latest: ‘Everyone Was in the Loop’," The medical conclusion was Arianna, you have civilizations, disease, Berna  You have to change your life  Find that made all the difference anywhere you get your podcasts created by Bank of America  What would you like? The power to d'oh"
What Happened to Kamala Harris?,"Hi  Uh, my name is Monica  Stop  Give a and I'm a producer for the daily, and I am here with instead  Instead, introduce yourself  Hi  I'm instead Herndon I'ma politics reporter covering the election  And I'm driving on a very long time"
What Happened to Kamala Harris?, We're driving on a very long highway in South Carolina because we came here  Try to answer on Interesting question  What is the question? What happened? Toe Caramel Harris is presidential campaign that took her from top tier front runner status  So the middle of the pack
What Happened to Kamala Harris?," Okay, let's try to figure this out from New York Times  I'm Michaela borrow  This is a daily"
What Happened to Kamala Harris?," When Senator Kamala Harris launched her presidential campaign 10 months ago, she drew a crowd of 20,000 to her kick off round the biggest of any candidate, and was talked about as a potential heir to the political coalition that carried Iraq Obama to the White House Twice"
What Happened to Kamala Harris?," Today, she's polling in the single digits  My colleagues, a steady Herndon and Monica went to South Carolina with the Harris campaign"
What Happened to Kamala Harris?," It's Wednesday, November 20th instead, and I are in the car we're driving from the capital, Columbia, to Greenwood and Greenwood is a small town suits, you know, this is South Carolina, and why South Carolina essential to heart campaign"
What Happened to Kamala Harris?," So she's in South Carolina because, frankly, that's where the campaign is putting their chips  They've had to, after falling on hard times, fire most of their New Hampshire team and really focused"
What Happened to Kamala Harris?," Their resource is on the first date, Iowa and then South Carolina, where they think they can unlock black support  The thought process here is based somewhat on what Barack Obama did in 2008  That if you win white support in Iowa improves viability"
What Happened to Kamala Harris?," It proves electability and that the black voters who like you but are scared you can't win will eventually come around  If you prove yourself in the early states and South Carolina, the electorate's more than 65% black, and she thinks that she shares a real kinship there"
What Happened to Kamala Harris?," Well, she's been the South Carolina many times before  This is her first time in this community  Her campaign understands the things aren't going well and needs to reach out to people they haven't talked to before  Okay, we're actually working with now what's happening? We get to the building"
What Happened to Kamala Harris?, It's a very small building and its veterans  It's like a veteran tall  There are rows of people kind of set up in 1/2 circle around what will be a panel some people have on their their veterans  Kind of Galya
What Happened to Kamala Harris?," We got flags behind pretty much a standard, intimate political event  Okay, let's go talk to some people way talk to voters  You try to get a sense why they decided to come  You're here today  I'm here to support coming Harris  I'm here to be enlightened about her policies"
What Happened to Kamala Harris?," Have they decided on a particular candidate? I really am picking a candidate  You know, I haven't made up my mind"
What Happened to Kamala Harris?," I'm still shopping, looking at all the options today, you'll be listening to what she has to say, and if she could basically win you over possible, it's possibly hit  A lot of people actually don't know a lot about her  Some people don't know anything about her"
What Happened to Kamala Harris?," I really don't know where he was not there before  I think that's something people forget about voters  Not everyone is tuned in all the time that I really have been watching the news  You know, I don't think I washed the debate as a matter fact"
What Happened to Kamala Harris?," I know I didn't I didn't watch  They know the field is large and they know kind of generally who's up and who's down  And in every conversation we have with these voters, this is still the South Race keeps coming up"
What Happened to Kamala Harris?," You have to remember the context for these largely older African American brothers and good law willing and the creek don't rise  Come March of next year, I'll be 70 years old  So I've seen a lot, and basically, I still see the world has been one great big plantation"
What Happened to Kamala Harris?," These are folks who have grown up in the shadow of Confederacy their whole lives  They have lived under the brunt of Jim Crow, some of them, and that informs how they're making pragmatic political decisions moving forward within sound"
What Happened to Kamala Harris?," Kanada, within the African American community way, don't want to take a chance on someone that doesn't have a chance of beating Trump  So things like 2008 and Barack Obama defied their wildest dreams"
What Happened to Kamala Harris?," It was an anomaly to them, and so they're still ah, fear of risk that a lot of them associate with a person of color, leading the ticket  I hope she's electable, but we have to change the minds of the people fear"
What Happened to Kamala Harris?," That may be in this time where black voters are very worried about the Trump presidency, that a black candidate or a woman of color was too risky  Do you think that black men have will have problems supporting a black woman can? Yes"
What Happened to Kamala Harris?," Why do you think so, Man have been the head  Many people we speak don't mention as an alternative don't bite  You know, I think that he's a good candidate  Joe Biden Joe  How was her body? I've looked at Joe Biden"
What Happened to Kamala Harris?, Why? There's a lot of reasons why Joe by then looms over South Carolina  One is name recognition because he had been vice president and I don't think you know someone now  That's the only job training
What Happened to Kamala Harris?," He has a track record because he was there in administration before they know who he is  He's a known quantity, and he is someone who has long standing relationships in those communities  He has to debate experience, and I feel like you can go after muscle"
What Happened to Kamala Harris?," Another reason is he has pitched himself as the candidate who is most likely to beat Trump  Something kind of explicit, like when you say that he then he could be Trump"
What Happened to Kamala Harris?," Do you think that's because white people are more likely to vote for Joe Biden than they are in the boat for camel hair? Yes, yes  And so this is one of the big challenges Harris has to overcome even black voters who sometimes like her instinctively"
What Happened to Kamala Harris?," I think that her identity as a black woman might be a liability for the election  And so they see Joe Biden, a white men with experience in the White House"
What Happened to Kamala Harris?," And even this community thinks that maybe he is better suited to be Trump, and ultimately, that's what they care about the most  So again, we thank each one of you for taking time out of your business schedule coming out today, and without further ado, it gives me great"
What Happened to Kamala Harris?," Then the event actually kicks off their several introductions  The U S senator from the Great State of California, the animal Kamala Harris and after some time, it's her time to speak, and she needs to convince the people in this room that she's uniquely positioned to represent them best"
What Happened to Kamala Harris?, What are some of the key points she makes in this speech  Please have a seat  So I will tell you
What Happened to Kamala Harris?," My background is I am a daughter of parents who met when they were active in the civil rights movement in the 19 sixties in Berkeley and Oakland, California She introduces herself to the audience of her personal narrative"
What Happened to Kamala Harris?, I grew up surrounded by a bunch of adults who spent full time marching and shouting for justice  And then she turns very quickly to an issue  She has gotten a lot of criticism for her position on health care
What Happened to Kamala Harris?," So I'm running for president to put in place, Ah, Medicare for all plan, which means everyone will be covered, including people with preexisting conditions  And for her healthcare looks like what she calls a Medicare for all plan  That's still preserves a role for the private insurance industry"
What Happened to Kamala Harris?," And this is confusing, right? It can't be  She's had different positions on health care  She started the race as a co sponsor and Bernie Sanders Medicare fraud bill, which is a single payer system that eliminates private insurance"
What Happened to Kamala Harris?, But she kind of him didn't hauled about the specifics of that bill and then eventually offers her own plan
What Happened to Kamala Harris?," I'm not trying to get rid of private insurance, so I heard from too many folks who said Comma, don't take away our choice, which preserves a role for private insurance"
What Happened to Kamala Harris?," And so this is another one of the issues people site around Kamila Harris is campaign is that when you look at key policies, if you look at health care, the number one issue for Democrats in this race she has not always stood for a singular position"
What Happened to Kamala Harris?," She's tried to have her cake and needed to, some voters say  Even now, as she's in between the progressive and moderate approaches, she's still borrowing language from that progressive lane  We want the choice between a private plan or a public plan"
What Happened to Kamala Harris?," Well, my plan will give you the choice that you deserve  And this is why I was a little bit confused when I hear her say that you're not the only one  But we need reasonable gun safety laws, including universal background checks"
What Happened to Kamala Harris?," So she goes through some other issues that are important to the Democratic voters, like gun safety, the challenges facing veterans putting them out of business when they were targeting our veterans, but then and I'm just going to share with you one last thing"
What Happened to Kamala Harris?," And then I would love to start our our conversation  She turns to the issue of her electability  What does she say? Centre Harris has added this in the last couple months, as electability has become a increasing point of conversation in this race, she's decided to address it directly"
What Happened to Kamala Harris?, So I just want to have a brief conversation about something that's been coming up in connection with the campaign that I call the elephant in the room  But really is the donkey in the room? And it's this conversation about electability and the conversation goes something like this
What Happened to Kamala Harris?," Well, I don't know if America is ready for a woman of color to be president of the United States  She's addressing the identity question head on"
What Happened to Kamala Harris?," Are Democrats too scared, or is it too much of a risk to put ah, black woman up against Donald Trump in this critical election? I know I'm ready bound off my neighbors already  Um, well, maybe it's not your turn"
What Happened to Kamala Harris?," And she says, This is not a new conversation for me  In fact, this is a conversation I have heard in every campaign I have  And now here is the operative word, one on which is China"
What Happened to Kamala Harris?," Evoke there is that she has broken barriers before and that voters put their trust in her  She will do it again  And so in this short time she's addressing the two big challenges of her campaign, and she's trying to solve both"
What Happened to Kamala Harris?, She's trying to put forth a clear position on healthcare and sort of suggest that there was never any lack of clarity to begin with
What Happened to Kamala Harris?," And then she also tries to present her identity not as a hurdle to her success but as a rallying point that people can come together and again, just like in the past  The overcoming Thank you all very much  Thank you, Thank you, thank you  We'll be right back"
What Happened to Kamala Harris?," Support for this podcast and the following message come from e trade  Investing your money shouldn't require moving mountains, no matter how much or how little experience you have"
What Happened to Kamala Harris?," E trade makes investing simpler and for a limited time, get $100 when you open a new account with just $5000 it's all about helping your money work hard for you  For more information, visit E trade, doc"
What Happened to Kamala Harris?," Com slash learn more e trade Securities LLC member S I P c  Okay, so we're now headed to the town hall  Then we're back on the road and we keep following Senator Harris, and the next up is Greenville  This is a bigger city  Over 62,000 people"
What Happened to Kamala Harris?," Yeah, we're headed from Greenwood to Greenville, more urban community that can't be bothered with nothing but be out there right now and I actually find out you can sink  So we get the green hell, Theo"
What Happened to Kamala Harris?," When we come in, it's a larger gymnasium is probably double or triple the amount of people in terms of crowd size, even though there's some empty seats  And there's also just the more elaborate setup"
What Happened to Kamala Harris?," That's all kind of just the campaign doing amore of operational flexing of muscle for the bigger city  Right? So this is a more diverse place  It's more highly educated, it's younger, and people are following the election more closely, And so here many people already know her"
What Happened to Kamala Harris?, I saw you on people who have picked a candidate  I know it all  What are some of the things they there was
What Happened to Kamala Harris?," They say what you hear from the comma Harris diehards that she first came on their radar during the Senate committee hearings, where she was praised for aggressive questioning of Bill Bar Jeff Sessions"
What Happened to Kamala Harris?," So I think it was during the like when during sessions confirmation hearings that I thought she's gonna run for president  If she is, she's got my vote eventually"
What Happened to Kamala Harris?," Brett Kavanaugh, especially during the Cavanaugh hearings, when she talked to Dr Ford and just looked at her in the eyes and said, I believe you  I believe you"
What Happened to Kamala Harris?," They tell you that they like her debate interaction with Joe Biden In the first debate, she looked tough on the debate stage, and she's the one that they want to see"
What Happened to Kamala Harris?," Go up against Donald Trump and you ask them like, But why is she not pulling better? What have you thought about the kind of trajectory of her campaign? I mean, she started up there, but she since kind of fallen  Why do you think that ISS"
What Happened to Kamala Harris?," What are some of the the things they cite? This examples? These folks are following the race closely, and so they know that there's been a change in political standing from where Senator Hair started the race to where she arrived Now, and when you ask her supporters that why did that happen? They again point to her identity"
What Happened to Kamala Harris?, She's been erased by the media  She's been misrepresented by the media  They blame media for preferring often white candidates over people of color  And they point to a top tier where the four candidates at the top are all white now with the Democratic Party
What Happened to Kamala Harris?," I mean, she's a black woman in a race that everyone's looking for a white savior candidate  And so, um, but I think, don't count her out  She's got a strong ground game and the event kicks off with a couple of introductions, including from a high school student"
What Happened to Kamala Harris?," Ladies and gentlemen, I am proud to present to you someone who looks just like me  Yeah, they've had started having Organizer's introducer, particularly women of color, to lean into that representation aspect  Well, good afternoon, Greenville  It is wonderful to be back and throw the speech"
What Happened to Kamala Harris?," The thing that gets the most ovation is when she goes after Trump, we will need as our nominee someone who can stand on that debate stage and go toe to toe with Donald Trump and Grieve  Ilya, looking at us, you're looking at her"
What Happened to Kamala Harris?," There's a couple lines that any Democrat can say, and they'll get the audience on their feet  A surefire crowd pleaser is to attack the press today, and somebody needs to remind Donald Trump that some of his closest relatives are immigrants, too"
What Happened to Kamala Harris?," And especially with the impeachment proceedings going on, Senator Harris's lines of justice being on the ballot are prosecuting the case against Donald Trump are always going to get the crowd on their feet"
What Happened to Kamala Harris?," The question is, if it's just about Trump, why is that a reason to prefer Kamala Harris over the rest of the Democratic field who are also making those same arguments? And that's why I'm running  I thank you all so very much"
What Happened to Kamala Harris?," Okay, where we going? We are in Greer, South Carolina, the following day, bright and early, we join her again  It's next to Greenville, and this time it's raining at a community center  Okay, need more recreation communities in there"
What Happened to Kamala Harris?," We're here where she is speaking to maybe 2025 people, all African American, older residents, and have lived long wonderful lives  You'll remember that she spent a lot of her speech or lowering prescription drug costs and her health care plan  But she also mentions more systemic problems"
What Happened to Kamala Harris?, And remember those zero nothing brokers like Housing and Equality and Equitable education issues that matter to older black voters  You don't have to go and get a loan from one of those private companies that are charging these outrageous interest rates
What Happened to Kamala Harris?," I'll take some of the equity out of my home to help you pay for tuition  So thank you very much  After the speech, we see something that I haven't experienced so far  A pastor starts a prayer for her  She's literally holding her hands and the whole room"
What Happened to Kamala Harris?," Everyone is standing up  Dave, when you that ought to do about this, I already knew that you would dress after that  They need war  It wasn't next  This is one of the cool things you can see while campaigning specifically in South Carolina"
What Happened to Kamala Harris?," Because the Democratic electorate is so black and because the black electorate, particularly southern states, air so religious  A lot of the campaigning happens through thes religious communities"
What Happened to Kamala Harris?," Pastors and black communities are not just religious leaders, their community leaders, their political leaders there, cultural hubs and particularly with black candidates  There's like a sense of kinship  There she will you  I pray that you are every car that she journeys"
What Happened to Kamala Harris?," May I ask you to be tried every fund that she would think I asked you to be  History Caramel Harris is a religious woman, and there is a shared language of faith that happens at these events that you see with other candidates"
What Happened to Kamala Harris?, It's not like they wouldn't pray for a white cat  But there's something different when it's someone who they know has worshipped in their churches for their whole lives  And so she prays for her
What Happened to Kamala Harris?," And she mentions that the last presidential candidates he prayed for, that I laid my hands on him  Afraid for in the presidential election was Barack Obama Morocco  The Reverend is Reverend Gatson, but you goes by pastor teeth so we could declare"
What Happened to Kamala Harris?," They call me Pastor T the Reverend Kelly Lynette gets and we actually catch up with her after the prayer  You know, that was your first time seeing the senator I imagined my first time seeing, but not first time hearing about and then we ask her about the race"
What Happened to Kamala Harris?," Have you? Are you someone who personally has, like, I made a decision about who you want? Oh, I have not  I have not  And that's been because the field is so wide, you know"
What Happened to Kamala Harris?," But where I am, as I've shared, is just a posture of, first of all, praying for our country"
What Happened to Kamala Harris?," What? You can see how that represents a problem for cardinal hairs way have this pastor who says she last laid hands on Barack Obama but isn't ready to give her support to Kamala Harris, someone who started this race so strongly by trying to capture the same kind of coalition that Obama did"
What Happened to Kamala Harris?, We've heard that the challenges to her campaign are her identity and the lack of clarity on policy  But those same things could have been set for Obama
What Happened to Kamala Harris?," So what's different in 2019 the Barack Obama coalition that he rose to power with combined young people, liberals and historic turnout for black people? And there's not one candidate in this race that has yet been ableto win those different demographic groups"
What Happened to Kamala Harris?," And that was supposed to be common hairs  I mean, it was supposed to be a number of people  It could have been better or could have been  Cory Booker could have been Kirsten Gillibrand"
What Happened to Kamala Harris?," But when we entered this race, the thought the reason why her candidacy was so feared was because she was thought to be the one who could most quickly tap in to that coalition  Well, there are differences that we knew would be true from the start"
What Happened to Kamala Harris?," And there's things that we've learned over the last 68 months from the start, we knew that as a black woman running, she would have no historical Touchstone and she would face unique barriers"
What Happened to Kamala Harris?," And I think if you asked the campaign, they would say, That's true, But it's really about messaging"
What Happened to Kamala Harris?," We knew that this race would be defined by a progressive wing led by figures like Elizabeth Warren and Bernie Sanders and a moderate wing led by Joe Biden, and that people like Hamlet Harris would have to exist threading both worlds  And that's been difficult"
What Happened to Kamala Harris?," When you talk to voters, the most consistently repeated thing is, well, I don't necessarily know what she stands for, and I think that is born out of those two wings  The progressive and moderate wings defining this primary through their fight"
What Happened to Kamala Harris?," And so Bernie Sanders and Elizabeth Warren can say, If you aren't with single payer health care, you're not a progressive  If you're not willing to raise taxes on corporations and wealthy individuals, then you will have big ideas"
What Happened to Kamala Harris?," And the moderate Wing has defined themselves by rejecting that bye defined themselves by saying, Well, we can't do that or we won't be Trump"
What Happened to Kamala Harris?," But if you're trying to do both of those things, if you're trying to thread in between those worlds, we have seen electorates that aren't really willing to give people that benefit of the doubt  And that's driving a lot of the anxiety right now, particularly among the party's moderates"
What Happened to Kamala Harris?, And that's why we see all these new candidates jump in the race
What Happened to Kamala Harris?," The anxiety breeds uh, um, restlessness, right? And Deval Patrick, who just announced Mike Bloomberg, who's expected to, are trying to capitalize on that anxiety because in the circles that like the in the circles of elite Democratic moderates, they are a group that expected to have more options"
What Happened to Kamala Harris?," Not that surprised at the way Joe Biden's candidacy has turned out were the biggest surprises is they thought they would have an alternative figure to Joe Biden, who could replicate that Obama lane"
What Happened to Kamala Harris?," Now remember, these are a group of people who think that Warren and Sanders progressive policies will lose them the general election  They think that Warren and Sanders, if they are the nominee, will struggle to bring out the type of people that put Democrats over the top"
What Happened to Kamala Harris?," And without that, without someone in the top tier who is winning black voters and exciting young voters at the same time, there is fear that you cannot replicate what Obama did"
What Happened to Kamala Harris?," Now their argument is that that's because of the campaigns that this individual candidates and individual campaigns haven't done the things necessary  Thio produce that support, but it could be because of a changing electorate and two wings of the party that just aren't looking for emerging savior anymore"
What Happened to Kamala Harris?, We'll be right back  Children with cancer or blood disorders don't think of themselves a sick  They think of themselves as kids
What Happened to Kamala Harris?," That's why at Bass Childhood Cancer Center at Stanford Children's Health, we designed our new space to help our young patients feel carefree, cutting edge technology like advanced infection control in positive pressure  Ventilation"
What Happened to Kamala Harris?," Filter out bacteria, keeping patients healthier so they can enjoy our new play rooms and focus on getting better  Details like these  Help Children feel at home  Learn more at Stanford Children's Dot or GE  Here's what else you need"
What Happened to Kamala Harris?," Tinder date women What was your real time reaction to hearing that call chairman without hesitation? I knew that I had to report this to the White House counsel had concerns, and it was my duty to report my concerns to the proper people in the chain of command"
What Happened to Kamala Harris?, In dramatic testimony on Tuesday to White House officials who listened in on President Trump's phone call with the president of Ukraine described their alarm over his request for investigations into his political rivals
What Happened to Kamala Harris?," And what was your concern? It was inappropriate was improper for the president to requested to demand an investigation into a political opponent, especially a foreign power where there's best dubious belief that this would be a completely impartial investigation, one of them, Lieutenant Carnell Alexander of Inman, said He immediately interpreted Trump's request for the investigations as a demand, given the imbalance of power between the United States and Ukraine and the desire by Ukraine's newly elected president, Vladimir Zelinsky, to secure a visit to the White House"
What Happened to Kamala Harris?," And two federal corrections workers who were on duty the night that Jeffrey Epstein killed himself and in Manhattan jail have been indicted  Workers were charged with falsifying records since they signed documents saying they had checked in on inmates, including etc  When they had not"
What Happened to Kamala Harris?," Instead, according to the charges, the workers sat at their desks and browse the Internet  Epstein was at the jail awaiting trial on multiple charges of sex trafficking in AH, highly anticipated court case  That's it for the day  I'm Michel Borrow  See tomorrow  Hiring can be time consuming"
What Happened to Kamala Harris?, That's why Cafe Ultras CEO Dylan Ms Quets switched to Zip recruiter  He posted a job for director of coffee and found the right person in just a few days  How Zipper Critters Technology finds great candidates for your job and actually invites them to apply
What Happened to Kamala Harris?," Four out of five employers who post on zipper critter get a quality candidate within the first day  Tries a recruiter for free at our Web address, zip recruiter dot com slash daily that zipper cooter dot com slash d a  I l Y Zip recruiter  The smartest wait higher"
The Latest: A Republican Strategy Revealed,"it started with a whistle  Blowers complain about President Trump's contact with a foreign leader  Had a perfect phone call with the president of Ukraine  Like I mean perfect  Today, I'm announcing the House of Representatives moving forward with an official impeachment inquiry  Good morning, everyone"
The Latest: A Republican Strategy Revealed," This is the third in a series of public hearings the committee will be holding his part of the House impeachment inquiry  Um, it's my Schmidt in the Washington Bureau of The New York Times  Today was another big day of testimony"
The Latest: A Republican Strategy Revealed," Testimony coming from four different witnesses split into a morning and afternoon session  Three of these witnesses were actually on the infamous July 25th call between Trump and Ukrainian President Zelinsky  And not surprisingly, much of the testimony today was about that call"
The Latest: A Republican Strategy Revealed, What did these officials think about the call when they heard it? How is it dealt with? What were the implications of it? Why was it troubling? But the latest is that for me? What we really saw today waas the Republican strategy on display in a way that we hadn't before
The Latest: A Republican Strategy Revealed, The best example of this came with how the Republicans treated one of the witnesses in the morning session  The uniform I wear today is that of the United States Army Lieutenant Curl Alexander Veneman VE Inman is the director for European affairs at the National Security Council
The Latest: A Republican Strategy Revealed," He's a career military officer, and in his opening statement he describes how his father chose to come to the United States from the Soviet Union"
The Latest: A Republican Strategy Revealed," When my father was 47 years old, he left behind his entire life so his three sons could have a better and safer lives and the profound sense of duty that instilled in him"
The Latest: A Republican Strategy Revealed," As a young man, I decided I want to spend my life serving this nation that gave my family refuge from authoritarian oppression  And he finishes his opening statement by looking straight at the camera in addressing his father directly  Dad, I'm sitting here today in the U  S  Capitol"
The Latest: A Republican Strategy Revealed," Talking to our elected professionals is proof that you made the right decision 40 years ago to leave the Soviet Union come here to the United States of America  Do not worry, I will be fine for telling the truth  Thank you again for your consideration"
The Latest: A Republican Strategy Revealed," I'll be happy to answer your questions  So obviously this is a powerful introduction, and immediately this sets him up as a strong character witness for the Democrats, a uniform patriot essentially just trying to do the right thing for his country  Colonel Inman"
The Latest: A Republican Strategy Revealed," What was your real time reaction to hearing that infamous July 25th call? So when Adam Schiff, the committee chairman, takes the mic, he draws on Vin Mons background and ask him what his reaction was to the July 25th call, which Vin Man had been listening in on"
The Latest: A Republican Strategy Revealed," It was inappropriate  It was improper for the president to requested to demand an investigation into a political opponent, which ve Inman characterizes as a demand by the president to investigate one of his political rivals  Colonel you"
The Latest: A Republican Strategy Revealed," You've described this as a demand this favor that the president asked Chairman, the culture  I come from the military culture when a senior asked you to do something, even if it's polite and pleasant, it's not to be taken as a request"
The Latest: A Republican Strategy Revealed," It's be it's to be taken as an order  And then it was  The Republicans turned to question ve Inman, and this is where we saw this new sharp line of attack from them  I think the ranking member"
The Latest: A Republican Strategy Revealed," Colonel, I want to thank you for your service and sacrifice to our great country this afternoon"
The Latest: A Republican Strategy Revealed," Your former boss, Mr Morrison's gonna be sitting right where you're sitting and representative Jim Jordan, who's sort of been the tip of the spear for the Republicans at these hearings, brings up earlier closed door testimony that Vin Mons boss Tim Morrison had given  Mr"
The Latest: A Republican Strategy Revealed," Morrison said this I had concerns about Lieutenant Colonel Vince Mons  Judgment  Jordan says that Morrison as well as Fiona Hill, another National Security Council official, had concerns about Vin Mons judgment  So your boss had concerns about your judgment  Your former boss, Dr Hill, had concerns about your judgment"
The Latest: A Republican Strategy Revealed, Your colleagues had concerns about your judgment  Any idea why they have those impressions? Colonel Denman? Yes  Represented Jordan  I guess I'll start by reading
The Latest: A Republican Strategy Revealed," Um, Dr Hill's own words as she she attested to in my last evaluation that was Vin Man kind of deftly responds by taking out his own performance review and reading from what Fiona Hill said about him"
The Latest: A Republican Strategy Revealed," Alex is a top 1% military officer and the best army officer I've worked with in my 15 years of government service  He's brilliant, unflappable, and exercises excellent judgment  So, uh, Mr Jordan, I would say that I can't say why, Mr Morrison, question my judgement"
The Latest: A Republican Strategy Revealed, Maybe it was a different cultures  So we're seeing here that the Republicans air turning their focus from what the hearing was intended to be about
The Latest: A Republican Strategy Revealed," The phone call between Trump and Zelinsky to basically a fight over who've Inman is his credibility, and this has been a talking point of the conservative media for weeks  Here we have a U"
The Latest: A Republican Strategy Revealed," S national security official who is advising Ukraine while working inside the White House, apparently against the president's interest"
The Latest: A Republican Strategy Revealed," The Republicans in the House are using the exact same rhetoric, but now, straight to Vin Man's face and in the middle of his testimony, the White House began to run with it, too  The White House, where bin men still works"
The Latest: A Republican Strategy Revealed," They tweeted out during his questioning the quote from Morrison  I had concerns about Lieutenant Colonel Vin Mons judgment, so there's no real surprise here"
The Latest: A Republican Strategy Revealed," The hearings are playing out along party lines, but the question is, how will independent Americans see this? Who will they believe? Will they believe this man sitting in his military uniform with the Purple Heart on it, talking about a patriotic sense of duty that his father, who immigrated to the United States, instilled in him? Or will the American public believe conservatives in the House and the White House and the far right media? That's sort of the question of these hearings, so that's the latest"
The Latest: A Republican Strategy Revealed," Sometimes a single moment can change everything  I used to stay up late at night with my dad watching movies on TV, and one night he cried  Um, Alicia Burke, host of the new podcast that made all the difference"
The Latest: A Republican Strategy Revealed, I talked to achievers like documentary filmmaker Ken Burns about the moments that inspired them to make an impact  I knew that there was some power to film that I wanted to be a part of you confined that made all the difference
The Latest: A Republican Strategy Revealed," Anywhere you get your podcasts created by Bank of America, what would you like? The power to d'oh!"
A Broken Promise on Taxes,"from The New York Times  I'm Michael Bavaro  This is the daily Today  As they lobbied the Trump administration for a $1 5 trillion tax cut, corporations promised that they would invest the savings right back into the U  S  Economy  Jim Tankers investigates whether that actually happened"
A Broken Promise on Taxes," It's Tuesday, November 19  All Americans  I say it's time for change in time for leadership  Just think about what we can accomplish In the 1st 100 days of the Trump administration  We're going to have the biggest tax  Throughout the 2016 presidential campaign"
A Broken Promise on Taxes, Donald Trump had promised he was going to cut taxes
A Broken Promise on Taxes," We are proposing major tax relief for the middle class and lowering the business tax from 35% all the way down to 15% big tax cuts for individuals and especially for businesses, which he said was going to revitalize the American economy as a big part of his economic program"
A Broken Promise on Taxes," And you will see companies expand companies come back into our country  Companies not leave our country anymore because taxes and regulations or so owners, it's one of his top priorities  He gets into office, his team starts working on it but it's not what they do first in Congress"
A Broken Promise on Taxes," Finally, we want a very big tax cut, but cannot do that until we keep our promise to repeal and replace the disaster known as Obama care  But they try to do first is repeal Obamacare this morning  Republicans are fighting to pass a new health care plan"
A Broken Promise on Taxes," Right now, House Republicans just don't have enough votes to pass the replacement to Obamacare  And in the spring of 2017 that effort is not going well  And neither is Trump's tax plan went on well"
A Broken Promise on Taxes, The version of the tax bill that Republicans are working on has some big opponents in the business community
A Broken Promise on Taxes, And there's a real question over whether they can actually craft a bill that passes muster with enough folks in Congress and with the business community and makes it all the way to President Trump's desk and he'll sign it
A Broken Promise on Taxes," Remember this feeling like a perilous moment for this young presidency? It's struggling to repeal the Affordable Care Act, and it is struggling to convince people to support its tax cuts  Right"
A Broken Promise on Taxes," There's a lot of discord within the Republican Party as to what works when it comes to tax reform  And when it comes to health care six months into his term, he has exactly zero big legislative accomplishments to boast about it"
A Broken Promise on Taxes," If there's one thing you would have expected a Republican president with Republican majorities to be able to do, it's past a big tax cut on  Yeah, we're at this moment in the spring when that looks like that might not happen and into the breach of that steps"
A Broken Promise on Taxes, Fred Smith and who is Fred Smith? Fred Smith is a former Marine who went to Yale and wrote a famous paper in a class that imagines a new type of company that is so wild in its imagination that he gets a C on the paper
A Broken Promise on Taxes," But he turns around and takes the basis of what he has sketched out on the paper into a company and builds it into FedEx America  You've got a new airline  There's no first class, no meals, no movies, enormous multinational shipping conglomerate and delivery company Federal Express"
A Broken Promise on Taxes," And how exactly does the founder of FedEx, Fred Smith, get involved in this? Well, he has been an advocate for lower corporate tax rates for a really long time"
A Broken Promise on Taxes," And now he sees this opportunity with President Trump, a real ally of corporate tax cuts in the White House, to push this plan he's been working on for years  And he does something more than just pushed the idea of tax cuts into the public discourse"
A Broken Promise on Taxes," He and his team, it Fed action, actually write their own plan  Wow, their own tax proposal"
A Broken Promise on Taxes, And what's in this Fred Smith plan? The FedEx plan is really centered around a big cut in the corporate tax rate from 35% to 20% and some extra carrots for businesses to be ableto right new investments off their taxes right away
A Broken Promise on Taxes, So two things that Fred Smith and a lot of other executives say are going to spur a renaissance of business investment in America  The fundamental problem with U  S  Tax code is that it punishes invest
A Broken Promise on Taxes," The argument is that the United States was being held back in its economy by a lack of business investment, and at the end of the day, investment is produced high paying job"
A Broken Promise on Taxes, The company's just weren't spending money that they were sitting on basically in they weren't spending it on capital spending that economists  He is very important to economic growth  You make the United States a better place to invest
A Broken Promise on Taxes," There is no question in my mind that we would see a renaissance of capital investment, a growth in GDP and an increase in income for our blue collar work force"
A Broken Promise on Taxes, What kind of investments is Fred Smith talking about when we talk about capital investments? What do we mean we're talking about? Plants were talking about equipment in FedEx is case we're talking about airplanes for transportation hub or new technologies that can help to deliver or sort packages faster
A Broken Promise on Taxes," So something that can help you make your business run more efficiently  That's the kind of thing that economists think of as big, productive capital investments God, And the reason that would help the rest of the economy is someone has to build that plant"
A Broken Promise on Taxes, Someone has to build that plane  It just ripples across  It ripples across for a couple of reasons  One creates demand for those products that are being invested in which yes need to be built and need to be installed or or flown or whatever
